inn,company_name,phone,email,short,reputation,successful_tenders,unsuccessful_tenders
7810464540,"ООО ""РТТ""",8 (920) 745-04-83,info@recuper.pro,Установка по переработке отходов,0,0,0
7811492878,"ООО ""Докс""",8 (911) 923-97-82,danil@joinsport.io,Платформа по созданию спортивных сайтов,0,0,0
7728750604,"ООО ""МИРАПОЛИС""",8 (495) 646-04-04,info@mirapolis.ru,Платформа для создания системы дистанционного обучения,0,0,0
7709877274,"ООО ""МАКСЕТ ЛАЙН""",8 (499) 348-19-06,info@maxet-line.ru,Интеллектуальная система контроля доступа и мониторинга,0,0,0
7804568396,"ООО ""Диалог""",8 (800) 775-82-02,info@dlg.im,Мессенджер для организации внутренних коммуникаций и совместной работы,0,0,0
7743117065,"ООО ""Аир Магистраль""",8 (495) 540-52-14,mail@airmagistral.ru,Проектор дорожный,0,0,0
9710032282,"ООО ""АДВ ЛАБОРАТОРИЯ""",8 (495) 937-52-70,newbusiness@advgroup.ru,Платформа для планирования рекламных кампаний и оптимизации медиаинвестиций,0,0,0
7743220471,"ООО ""Экспресс Парсел Сервис""",8 (800) 100-72-69,ticket@shiptor.ru,Агрегатор доставки для интернет‑магазинов,0,0,0
7703096683,"ООО ""АМБЕРДАТА""",8 (499) 938-43-78,amberdatawebsite@gmail.com,Платформа по управлению интернет-аудиторией,0,0,0
7816588728,"ООО ""Безопасный город""",8 (812) 244-20-12,sales@sonoff.su,Умная Wifi розетка,0,0,0
7706456380,ЦБП (ООО),8 (495) 211-21-59,,Открытая банковская платформа,0,0,0
7707112456,"ЗАО ""НПП ТРАНСНАВИГАЦИЯ""",8 (495) 783-54-85,trn@transnavi.ru,Система диспетчерского управления пассажирским транспортом,0,0,0
7717671799,"АО ""ШВАБЕ""",8 (499) 951-48-32,mail@shvabe.com,Многофункциональный аппарат ингаляционной анестезии,0,0,0
7728377421,"ООО ""Азбука""",8 (499) 372-37-72,,Мобильное приложение для покупок товаров,0,0,0
7707389218,"ООО ""ПОЛИВЕРСИТЕТ-ЗИЛЛИОН""",8 (495) 215-51-37,ideas@zillion.net,Онлайн-академия,0,0,0
9710030790,"ООО ""Прана-Эко""",8 (499) 490-65-30,sales@ooo-prana.ru,Система первичной сортировки и учета ТКО,0,0,0
7704184357,"ООО ""Эмирп""",8 (495) 664-74-35,mail@emirp-rti.com,Подшпальные резиновые прокладки,0,0,0
7704355450,"ООО ""Дивиар""",,info@dive2vr.com,Программные решения виртуальной и дополненной реальности в сфере бизнеса и развлечений,0,0,0
70710984681,ИП Степанова Марина Андреевна,-,info@bimstep.com,Сервис автоматизации проектирования,0,0,0
7708214098,"АО ""СМАРТ ЛАЙН ИНК""",8 (495) 647-99-37,support@devicelock.com,Система предотвращения утечек информации,0,0,0
7714350892,"ООО ""БАЗАЛЬТ СПО""",8 (495) 123-47-99,org@basealt.ru,Операционная система для образовательных учреждений,0,0,0
7725851900,"ООО ""ИНТЕЛЛЕКТУАЛЬНЫЕ РЕШЕНИЯ""",8 (812) 602-78-55,support@educa.ru,Платформа для персонализированного обучения иностранным языкам,0,0,0
5262325220,"ООО ПТК ""Пиролиз-Экопром""",8 (920) 029-22-00,piroliz-ecoprom@mail.ru,Термическая утилизация отходов,0,0,0
7714456899,"ООО ""ПланРадар""",8 (499) 609-71-75,info@planradar.com,Цифровой документооборот и цифровизация в сфере недвижимости,0,0,0
7715936827,"ООО ""АВТОСПОТ""",8 (499) 685-17-15,im@autospot.ru,Платформа для поиска новых автомобилей,0,0,0
7731319606,"ООО ""АгроКомпост""",8 (495) 744-03-06,sk@agrocompost.ru,Переработка органических отходов,0,0,0
7728312696,"ООО ""Пролан""",8 (495) 726-01-17,sales@prolan.ru,Решение для улучшения клиентского сервиса и повышения продаж,0,0,0
7703403951,ООО «Агентика Тревэл»,8 (499) 215-65-25,info.b2b@ostrovok.ru,Сервис онлайн-бронирования отелей для туристических агентов корпоративных клиентов,0,0,0
7710878000,ДЕПАРТАМЕНТ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ГОРОДА МОСКВЫ,8 (495) 539-38-38,uchebnik@mos.ru,Платформа электронных образовательных материалов,0,0,0
9723010984,"ООО ""АДХОКСС""",8 (495) 095-09-25,info@гдезаказы.рф,Сервис отслеживания посылок «Почты России»,0,0,0
7702421612,"ООО ""Суприммоторс""",8 (916) 622-99-44,info@unacare.ru,Электроприставка для механической инвалидной коляски,0,0,0
7707083893,ПАО СБЕРБАНК,8 (495) 665-56-00 доб. 64969,info@bankofpartners.com,Открытая площадка для поиска бизнес-партнеров,0,0,0
7710878000,ДЕПАРТАМЕНТ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ ГОРОДА МОСКВЫ,8 (495) 539-55-55,dnevnik@mos.ru,Общегородской электронный журнал и дневник,0,0,0
7734375020,"ООО ""ДЕСКТРОНИК""",8 (495) 323-84-67,hello@tabulasense.ru,Быстровозводимая конструкция для дезинфекции,0,0,0
7724355040,"ООО ""Гран Гаро""",8 (495) 131-86-93,info@grangaro.ru,Переработка пластиков и пленок,0,0,0
7728312696,"ООО ""Пролан""",8 (495) 726-01-17,sales@prolan.ru,Кнопка Помощи,0,0,0
7723527345,"ООО ""ИНФОРМАЦИОННОЕ АГЕНТСТВО ""БАНКИ.РУ""",8 (495) 665-52-55,info@banki.ru,Маркетплейс финансовых услуг,0,0,0
7715964180,"ООО ""ЦОО НЕТОЛОГИЯ-ГРУПП""",8 (495) 152-55-28,support@netology.ru,Университет интернет-профессий,0,0,0
7740000076,"ПАО ""МТС""",8 (800) 250-09-90,reception@mts.ru,"Решение для организаций, осуществляющих инкассацию и перевозку ценностей",0,0,0
7724424381,"ООО ""Русатом - Аддитивные Технологии""",8 (495) 988-82-82,info@rusatom-additive.ru,,0,0,0
6449033965,"ООО ""ПСК Геодор""",8 (800) 775-30-93,info@pskgeodor.ru,Геоматериал для полигонов,0,0,0
7728312696,"ООО ""Пролан""",8 (495) 726-01-17,sales@prolan.ru,Профессиональная Система Оценки Качества Обслуживания,0,0,0
7445047060,"ООО ""ММК-Информсервис""",8 (919) 310-47-89,info@atach.pro,Система управления бизнес-процессами электронного документооборота и корпоративным контентом,0,0,0
7716908540,"ООО ""БАРТЕЛЛО""",8 (926) 010-93-91,sale@bartello.ru,Сервис для моментального заказа и оплаты напитков в заведениях Москвы,0,0,0
7715964180,"ООО ""ЦОО НЕТОЛОГИЯ-ГРУПП""",8 (800) 500-39-69,ask@foxford.ru,Онлайн-курсы для школьников,0,0,0
5260446068,"ООО ""Матллер""",8 (800) 700-16-68,info@matller.com,Система автоматизированного контроля за требованиями промышленной безопасности,0,0,0
7714026945,"ООО НПП ""ЛАЗМА""",8 (495) 780-92-30,lazma@plusnet.ru,Анализатор лазерный микроциркуляции крови портативный,0,0,0
7717735354,"ООО ИСЦ ""ЭРИНТЕК""",8 (499) 909-99-01,info@erintek.ru,Информационный облачный сервис,0,0,0
7716922841,"ООО ""БЭТТБОКС""",8 (495) 150-46-40,zakaz@batt-box.ru,Сервис почасовой аренды Power Bank,0,0,0
7701410512,"ООО ""МЭО""",8 (895) 249-90-11,info@mob-edu.ru,Платформа для управления учебным процессом,0,0,0
7716914400,"ООО ""ВП СЕРВИС""",8 (495) 625-31-98,vps@aha.ru,Утилизация органических отходов,0,0,0
5029236720,"ООО ""ББСИТ""","8 (499) 495-47-42
 8 (917) 572-46-36",info@bbsit.com,Сервис по поиску няни на час,0,0,0
7707843618,"ООО ""СМОТРИ.УЧИСЬ""",8 (800) 550-93-57,support@smotriuchis.ru,Платформа для онлайн-обучения,0,0,0
9710011437,"ООО ""ДОКДОК""",8 (800) 707-85-72,info@docdoc.ru,Бесплатные консультации терапевтов и психологов по вопросам коронавируса,0,0,0
5043031161,"ООО ""Экорсо""",8 (903) 110-72-00,founder@ecorso.ru,Двухфракционная дуальная система раздельного сбора отходов,0,0,0
7729628406,"ООО ""Оценка качества образования""",8 (495) 120-18-04,mail@universarium.org,Платформа онлайн-образования,0,0,0
7713056834,"АО ""АЛЬФАСТРАХОВАНИЕ""",8 (800) 333- 09-99,alfastrah@alfastrah.ru,Полис страхования на случай выявления COVID-19,0,0,0
7728361580,"ООО ""Первый Бит""",8 (495) 677-01-77,stroy@1cbit.ru,Система для автоматизации ключевых задач,0,0,0
5904004865,"ООО ""Траектория Времени""",8 (912) 485-90-69,info@timepath.ru,Облачное приложение для оптимизации финансов теплоснабжающих компаний,0,0,0
7704821246,"ООО ""УЧИ.РУ""",8 (800) 500-30-72,info@uchi.ru,Образовательная онлайн-платформа для школьников,0,0,0
7705017253,"ОАО ""МТТ""",8 (499) 709-01-01,office@mtt.ru,Сервис защиты данных клиента и контроля качества обслуживания,0,0,0
7713076301,"ПАО ""ВЫМПЕЛКОМ""",8 (495) 139-27-26,media@beeline.ru,Приложение для бесплатного доступа к ресурсам госструктур,0,0,0
7743801910,"ООО ""Мцкт""",8 (800) 350-20-51,request@qapp.tech,Библиотека квантово-устойчивых алгоритмов,0,0,0
7733894200,"ООО ""ГАСКАР ИНТЕГРАЦИЯ""",8 (499) 990-98-02,integration@gaskar.group,,0,0,0
7743801910,"ООО ""Мцкт""",8 (800) 350-20-51,request@qapp.tech,Обеспечение квантово-устойчивого соединения в незащищенной сети,0,0,0
7751035377,"ООО ""МАГАЗИН БУДУЩЕГО""",8 (495) 664-23-93,,Система компьютерного зрения и машинного обучения для магазинов и торговых сетей,0,0,0
5904004865,"ООО ""Траектория Времени""",8 (912) 485-90-69,info@timepath.ru,Цифровая платформа технического аудита,0,0,0
7704282033,"АНО ДПО ""ШАД""",8 (495) 739-70-00,shad@yandex-team.ru,Платформа для онлайн-обучения IT-специалистов,0,0,0
7736207543,"ООО ""ЯНДЕКС""",8 (495) 739-70-00,pr@yandex-team.ru,Информационный портал,0,0,0
7721486319,"ООО ""Технезис""",8 (499) 677-17-03,info@technesis.ru,Транспортное обслуживание региона,0,0,0
7743801910,"ООО ""Мцкт""",8 (800) 350-20-51,request@qapp.tech,Фреймворк для детектирования атак по времени,0,0,0
7722749786,ООО «М-ЛАЙН»,8 (495) 120-61-16,service@m-line.expert,Сервис телемедицины,0,0,0
6686118325,"ООО ""НЕМБУС""",8 (912) 208-32-10,info@nembus-rent.ru,Мобильное приложение для удаленного мониторинга давления,0,0,0
9701082953,"ООО ""БИНО СИ ЭКС""",8 (800) 500-82-56,info@getbino.com,Сервис для заказа тайных покупателей и ритейл-аудиторов,0,0,0
7704327421,"ООО ""ГАРБЕР",,ask@vostokplatform.org,Блокчейн-платформа для государства и бизнеса,0,0,0
0326524916,"ООО ""ДРД""",8 (495) 105-99-16,office@drdbiotech.ru,Экспресс-тест на коронавирус,0,0,0
6321450443,"ООО ""АЙТЕКО ТЕХНОЛОДЖИ""",​8 (800) 250-06-93,event@prosigma.ru,Социальная цифровая платформа,0,0,0
7743801910,"ООО ""Мцкт""",,contact@qboard.tech,Облачная платформа квантовых вычислений,0,0,0
5027135300,"ООО ""КПД - ТРАНСПОРТ""",8 (800) 222-80-57,info@groozgo.ru,Онлайн-сервис грузоперевозок,0,0,0
772383913338,ИП Петриков Павел Александрович,8 (499) 501-34-12,alm@findsport.ru,Интернет-сервис для желающих заниматься спортом,0,0,0
7751173137,"ООО ""ЦРС""",8 (800) 700-44-62,info@dscon.pro,Цифровой сервис подбора инженеров и обеспечения документооборота,0,0,0
7715935894,"ООО ""ЛЭВЭЛ""",8 (495) 252-07-17,mm@levellab.ru,Игровая среда для отработки управленческих навыков,0,0,0
7731316429,"ООО ""КОМНЭТ""",8 (499) 450-65-25,rightcar@rightech.io,Программное решение для каршеринга,0,0,0
7701927741,"ООО ""РУСПАРКИНГ""",8 (495) 558-61-41,info@rusparking.com,Роботизированная парковочная система,0,0,0
7727318945,"ООО ""СТ ЛОГИСТИК""",8 (495) 120-50-10,support@savetime.net,Сервис экспресс-доставки товаров,0,0,0
7715935894,"ООО ""ЛЭВЭЛ""",8 (495) 252-07-17,mm@levellab.ru,Конструктор онлайн-курсов,0,0,0
5406785743,"ООО ""ГЕЛИОССОФТ""",,info@gruzolot.ru,"Бесплатный сервис для поиска, заказа, аренды транспорта и спецтехники",0,0,0
9717062649,"ООО ""Свои Люди""",8 (495) 000-00-00,email@svoiludi.ru,Облачное приложение,0,0,0
7701927741,"ООО ""РУСПАРКИНГ""",8 (495) 558-61-41,info@rusparking.com,Быстровозводимая механизированная автостоянка,0,0,0
7718849474,ООО «Потенциал»,8 (495) 109-77-99,hello@ptnl.moscow,Конструктор информационных панелей,0,0,0
7707083893,ПАО СБЕРБАНК,"8 (800) 707-71-38
8 (495) 669-09-93
8 (495) 933-98-84",sbm.clientservices@sberbank.ru sbm.sales@sberbank.ru,Система электронной торговли иностранной валютой,0,0,0
7726627740,"ООО ""ОПЕН ВИЖН""",8 (495) 926-85-96,info@open-vision.ru,Телемедицинский кабинет,0,0,0
7721486319,"ООО ""Технезис""",8 (499) 677-17-03,info@technesis.ru,Бескондукторная система оплаты проезда в городском и пригородном транспорте,0,0,0
7743941804,"ООО ""СПОРТИДЕЯ""",8 (800) 500-25-97,info@onetrak.ru,Автоматический умный тонометр,0,0,0
7731439244,"ООО ""ФИТ""",8 (495) 669-67-56,pr@payqr.ru,Платежный сервис,0,0,0
7710973102,"ООО ""ИНТЕРАКТИВНЫЕ ИНТЕГРИРОВАННЫЕ СИСТЕМЫ""",8 (495) 128-12-59,info@scantobuy.ru,Сервис по составлению списка продуктов,0,0,0
7709982222,"ООО ""СУИ""",8 (495) 651-8424,info@iidx.ru,Алгоритм идентификации личности,0,0,0
7715200071,"ООО ""РИЛЛ-СОФТ""",8 (495) 587-41-42,post@real-soft.ru,Программа автоматизации учета автомойки и детейлинга,0,0,0
7327043936,"ООО ""ПРОФ-ИТ ГРУПП""",8 (495) 228-30-31,info@prof-itgroup.ru,Умная урна,0,0,0
7728361647,"ООО ""ТРУКОНФ""",8 (495) 698-60-66,info@trueconf.ru,Программная система унифицированных коммуникаций,0,0,0
7727743097,"ООО ""Селадо""",8 (495) 003-91-37,,Решения по автоматизации бизнес-процессов с помощью ИИ,0,0,0
7839411290,"ООО ""Интек Технолоджис""",8 (800) 333-92-22,ab@intechcorp.ru,Напольные устройства для дезинфекции и очистки воздуха,0,0,0
6685023448,ООО «НПО БМГ»,8 (343) 251-99-90,info@biomicrogel.com,Очистка воды и твердых поверхностей от нефти и нефтепродуктов,0,0,0
7701994699,"ООО ""АЙ-ЭС-ЭС""",8 (495) 645-21-21,info@iss.ru,Система контроля кассовых операций и работы кассиров,0,0,0
7718620740,"ООО ""ХЭДХАНТЕР""",8 (495) 974-64-27,academy.courses@hh.ru,Платформа для онлайн-обучения,0,0,0
7736207543,"ООО ""ЯНДЕКС""",8 (495) 739-70-00,pr@yandex-team.ru,Сервис доставки тестов на Covid-19,0,0,0
7715917729,"ООО ""Аппреал""",8 (985) 364-79-77,as@appreal.org,Литературный путеводитель по городским легендам,0,0,0
9731003557,"ООО ""Комплексные Системы""",8 (495)143-90-39,complexsystem.info@yandex.ru,Программно-аналитический комплекс для проектирования и оценки эффективности работы СФЗ объекта,0,0,0
7707706210,"ООО ""СИТИПАРКИНГ""",8 (499) 649-23-31,link@citiparking.ru,Комплексная автоматизированная система управления парковочным пространством,0,0,0
7710294238,"ООО ""ИНВИТРО""",8 (495) 363-03-63,info@invitro.ru,Телемедицинский сервис,0,0,0
9701137585,"ООО ""МОСБАЗАЛЬТ""",8 (903) 013-04-22,info@mosbasalt.ru,Строительная сетка из базальтового волокна,0,0,0
7705352195,"ООО ""Визиолоджи""",8 (495) 956-85-81,info@visiology.su,Аналитическая платформа,0,0,0
7718650199,"ООО ""АЙТИ АГЕНТСТВО ОС3""",8 (499) 750-21-06,oc3@oc3.ru,"Сервис создания, редактирования и просмотра хронологических последовательностей исторических событий",0,0,0
7718620740,"ООО ""ХЭДХАНТЕР""",8 (495) 974-64-27,press@hh.ru,Сервис подбора исполнителей для аутсорсинга бизнес-процессов,0,0,0
7704386240,"ООО ""Алгоритмика""",8 (495) 132-07-52,hello@algoritmika.org,Международная образовательная платформа,0,0,0
9710000918,"ООО ""Гридекс-к""",8 (905) 585-11-11,info@gridex-k.ru,Георешётка базальтовая нитепрошивная пропитанная в асфальтобетон,0,0,0
7707800156,"ООО ""ЛИНТЕХ""",8 (499) 110-14-40,info@schoolskills.ru,Инженерный конструктор-тренажер для средней школы,0,0,0
7724451748,ООО «ДжетЛенд»,8 (800) 222-93-32,support@jetlend.ru,Краудлендинговая платформа,0,0,0
7724939990,"ООО ""РУСИНТЕХ""",8 (499) 348-11-11,info@rusintech.pro,Автономная установка пожаротушения,0,0,0
7707800156,"ООО ""ЛИНТЕХ""",8 (499) 110-14-40,info@schoolskills.ru,Тренажер по программированию для детей от 6 лет,0,0,0
7736207543,"ООО ""ЯНДЕКС""",8 (495) 739-70-00,pr@yandex-team.ru,Уровень соблюдение режима самоизоляции,0,0,0
9731021267,"ООО ""ДП""",,hi@petroleum.digital,Платформа интеллектуального анализа данных для нефтегазодобычи,0,0,0
9701059802,ООО «Каргобар»,8 (495) 136-56-33,sales@agorafreight.com,Цифровой экспедитор,0,0,0
7731655213,"ООО ""Кайнекс Лаб""",8 (916) 410-07-93,wow@quadromo.ru,Готовые модульные дома,0,0,0
7723920588,"ООО ""ПЛАТИУС""",8 (495) 785-17-19,sr@afisha.ru,Система резервирования столов в ресторанах,0,0,0
7707800156,"ООО ""ЛИНТЕХ""",8 (499) 110-14-40,info@schoolskills.ru,Мобильная лаборатория компетенций,0,0,0
7717152779,"ООО ""Ланит-технологии """,,info@datana.ru,Платформа для управления технологическими процессами на предприятиях,0,0,0
7716931420,"ООО ""МУЛЬТИПРОКАТ""",8 (916) 455-98-08,mail@multiprokat.com,Платформа аренды транспорта,0,0,0
7715668367,"ООО ""СМАРТЛАБС""",8 (495) 721-35-05,sales@smartlabs.tv.,Решение для предоставления услуг интерактивного телевидения,0,0,0
7704280879,ФРИИ,,info@iidf.ru,Онлайн-сервис поиска вакансий в стартапах,0,0,0
3321027747,"АО ""ГЕНЕРИУМ""",8 (495) 988-47-94,generium@generium.ru,Тест-система для диагностики коронавирусной инфекции,0,0,0
7743020560,ОАО «Инфотекс Интернет Траст»,8 (800) 250-02-65,IDPoint@iitrust.ru,Мобильная электронная подпись,0,0,0
7733353779,ООО «Автосканеры.РУ»,8 (499) 322-42-68,info@autoscaners.ru,Четырехстоечный электрогидравлической подъемник с платформами для сход-развала,0,0,0
7714379242,"ООО ""СМАРТВЭЙ""",8 (800) 775-14-28,hello@smartway.today,Онлайн-сервис организации командировок,0,0,0
7736207543,"ООО ""ЯНДЕКС""",8 (495) 739-70-00,talents@support.yandex.ru,Сервис поиска работы на основе искусственного интеллекта,0,0,0
7727534248,"ООО ""ДАТЭКС СОФТВЕР""",8 (495) 215-16-03,st@e-staff.ru,Система автоматизации подбора персонала,0,0,0
7723537840,"ООО ""ДНК-ТЕХНОЛОГИЯ""",8 (495) 640-16-93,hotline@dna-technology.ru,Тест-система для диагностики коронавирусной инфекции,0,0,0
7813635024,"ООО ""ОРБЛ Рус""",,info@orbl.io,Система распознавания лиц,0,0,0
9717010094,"ООО ""ПС ПАРКЛИФТ""",8 (499) 322-36-82,info@park-lift.ru,Независимый двухуровневый парковочный подъемник,0,0,0
7724301238,"АНО ДПО ""АКАДЕМИЯ АЙТИ""",8 (495) 662-78-94,academy@it.ru,Платформа для организации массового удаленного обучения,0,0,0
7719478102,"ООО ""ГИТЛИН""",8 (909) 982-24-65,team@gitlean.com,Сервис оценки эффективности деятельности разработчиков,0,0,0
5433104584,"АО ""ВЕКТОР-БЕСТ""",8 (383) 227-73-60,vbmarket@vector-best.ru,Тест-система для диагностики коронавирусной инфекции,0,0,0
5018157629,"ООО ""Панда лифт""",8 (495) 477-51-62,info@pandalift.ru,Гидравлический парковочный подъемник,0,0,0
9721065811,"ООО ""СВИТКЛАБ""",8 (495) 488-65-84,info@sweetclub.ru,Online кондитерский цех,0,0,0
7710749260,"ООО ""ЛИНГУАЛЕО""",8 (499) 409-89-17,support@lingualeo.com,Сервис для изучения английского языка,0,0,0
7735500387,"АО ""БОСС. КАДРОВЫЕ СИСТЕМЫ""",8 (495) 225-02-75,info@bosshr.ru,Система для автоматизации управления персоналом,0,0,0
5050021012,"ООО ""НИАГАРА""",8 (985) 767-32-40,niagara-mos@inbox.ru,Многослойный огнезащитный материал,0,0,0
7841021393,ООО «Стафори»,8 (951) 645-39-10,buh@robotvera.com,Сервис синтеза речи,0,0,0
7720542289,"ООО ""ЭлитМонтаж""",8 (499) 707-14-37,info@emont.ru,Электромеханический парковочный подъёмник для автомобилей,0,0,0
7710864230,"ООО ""АЙТИ-БЮРО""",8 (499) 490-29-72,Sales@teamcraft.ru,Система для автоматизации бизнес-процессов,0,0,0
7725756196,"ООО ""ХИЛБИ""",8 (495) 640-65-04,gobe@healbe.com,Браслет с применением технологии использования динамичных QR кодов и облачного хранения деперсонализированных данных,0,0,0
9731000130,SAREX,,hello@sarex.io,Управление проектами капитального строительства и реконструкции на основе цифровых двойников,0,0,0
7728361647,"ООО ""ТРУКОНФ""",8 (495) 698-60-66,info@trueconf.ru,Решение для автонаведения PTZ камер,0,0,0
7805708021,ООО «Паркинги Мегаполиса»,8 (800) 511-06-55,info@mehparking.ru,Всепогодный электромеханический парковочный подъемник,0,0,0
7733295710,"ООО ""НЬЮТОН БРОКЕР""",8 (495) 120-79-97,info@tezis.io,Платформа анализа рынка ценных бумаг,0,0,0
7725262648,"ООО ""МОСКОУ КОДИНГ СКУЛ""",8 (495) 150-37-60,yo@moscoding.ru,Онлайн-курсы по программированию,0,0,0
7606119550,"ООО ""ЮНИТИ ИНЖИНИРИНГ""",8 (901) 279-73-04,support@unitym.ru,Гигиенические модули для дезинфекции рук,0,0,0
505311167358,ИП Круглов Александр Вячеславович,8 (926) 559-17-40,zakaz@autoweboffice.com,CRM-система,0,0,0
7606080913,"ООО ""Производственная Компания ТехАвто""",8 (800) 500-15-43,info@teh-avto.ru,Автомобильный парковочный подъемник,0,0,0
7725747307,"ООО ""ТОЙРЕНТ""",8 (495) 989-51-49,info@toyrent.ru,Онлайн-сервис аренды детских товаров,0,0,0
7720335860,"ООО ""ПРОКТОР""",8 (495) 088-45-62,partners@proctoredu.ru,Система верификации личности во время проведения онлайн-экзаменов,0,0,0
7731406802,"ООО ""ИН-САЙТ""",8 (499) 322-06-60,support@menuforyou.ru,Платформа для оптимизации операционных процессов ресторана,0,0,0
7707637090,"ООО ""ДУОТЕК""",8 (800) 333-67-41,info@printeditor.ru,Решение для онлайн-торговли полиграфической и сувенирной продукцией,0,0,0
7718882464,"ООО ""НИНТЕГРА""",8 (495) 780-76-71,info@nintegra.ru,Система управления образовательной организацией,0,0,0
5018157629,"ООО ""Панда лифт""",8 (495) 477-51-62,info@pandalift.ru,Инновационная система сбора и подземного хранения мусора,0,0,0
7726369591,"ООО ""ЭКСПЕРТ ТРЕЙД""",8 (495) 966-40-05,info@gectaro.com,Облачный сервис по автоматизации строительной компании,0,0,0
7721471457,"ООО ""Экоспейс""",8 (929) 952-80-39,info@ecospacerus.ru,Система сбора и подземного хранения мусора,0,0,0
7714202510,"ООО ""ИНПАС КОМПАНИ""",8 (499) 503-69-76,info@tr-sys.com,Программное обеспечение для POS-терминалов,0,0,0
7729672194,"ООО ""ГЕОСИВИ""",,anton.yakubenko@geocv.ru,Сервис создания 3D-моделей помещений,0,0,0
7726382063,"ООО ""Т2С-Энерго""",8 (495) 926-63-20,,Онлайн сервисы по расчёту и аналитике цен на электроэнергию предприятий,0,0,0
5036148715,"ООО ""Экобин""",8 (495) 260-14-90,info@ecobin.ru,Заглубленные пластиковые контейнеры для сбора ТБО,0,0,0
7709860400,"ООО ""1С""",8 (495) 737-92-57,1c@1c.ru,Система автоматизации работы вуза,0,0,0
7810471459,"ООО ""БИОЭНТЕК""",8 (812) 425-24-53,info@bioentech.ru,Устройство локальной дезинфекции коронным разрядом,0,0,0
3810058117,"ООО ""Дживлар Технологии и Коммуникации""",8 (983) 464-66-52,support@yulitsa.com,Онлайн сервис видео-стриминга,0,0,0
7716774262,"ООО ""СИАРЕС ГРУПП""",8 (495) 585-10-77,info@crsgroup.ru,Моноблочный мобильный компактор,0,0,0
7709860400,"ООО ""1С""",8 (495) 737-92-57,1c@1c.ru,Система дистанционного обучения персонала компании,0,0,0
4205308570,ОО «Завод Инновационного Транспорта»,8 (923) 530-03-33,kkk42@mail.ru,Аэролодка (аэровездеход),0,0,0
9704024893,"ООО ""Виар Дом""",8 (495) 129-99-40,,Мебельный гипермаркет в виртуальной реальности,0,0,0
7722777430,"ООО ""Нетмус""",8 (495) 665-50-28,info@netmus.ru,Мобильный компактор,0,0,0
7709860400,"ООО ""1С""",8 (495) 737-92-57,1c@1c.ru,Система автоматизации деятельности учреждений начального и среднего профессионального образования,0,0,0
5027278034,"ООО ""БИЭМ ГРУПП ФАБРИКА ИННОВАЦИЙ""",8 (800) 200-81-95,info+62153@bm-technology.ru,Интеллектуальный тепловизор,0,0,0
7728389427,"ООО ""Позитрон""",8 (966) 340-30-31,support@dunobil.ru,Система дистанционного измерения температуры человека,0,0,0
7802816445,"ООО ""СмартБилет""",8 (800) 777-16-97,info@smart-bilet.ru,Программное обеспечение для продажи билетов,0,0,0
7708274185,"ООО ""УАЙКЛАЕНТС""",8 (800) 505-04-75; 8 (499) 213-32-73,support@yclients.com,Сервис автоматизации бизнеса и онлайн-записи,0,0,0
7709860400,"ООО ""1С""",8 (495) 737-92-57,1c@1c.ru,Система автоматизации деятельности органов управления образованием,0,0,0
7726383028,"ООО ""ЮПХ""",8 (499) 613-11-77,info@analizator.ru,Идентификатор биологических агентов,0,0,0
7728389427,"ООО ""Позитрон""",8 (966) 340-30-31,support@dunobil.ru,Система дистанционного измерения температуры человека,0,0,0
7743323251,"ООО ""Киберполигон""",8 (499) 113-13-37,info@cyberpoly.ru,Мультифункциональный программный комплекс для проведения киберучений,0,0,0
7725375070,"ООО ""АЗУР ПОС""",8 (495) 795-28-00; 8 (800) 700-97-28,support@azurpos.ru,Онлайн-касса,0,0,0
7704588141,"ООО ""КОРПОРАЦИЯ ""ПАРУС""",8 (495) 617-42-22,office@parus.com,Система управления учебным процессом,0,0,0
7728389427,"ООО ""Позитрон""",8 (966) 340-30-31,support@dunobil.ru,Персональные устройства проверки уровня насыщения кислородом крови,0,0,0
9717050266,"АНО ""ЛАБОРАТОРИЯ ""СЕНСОР-ТЕХ""",8 (499) 398-06-77,info@sensor-tech.ru,Система для слепоглухих актеров,0,0,0
7703821839,"ООО ""АЙРО""",8 (495) 191-41-63,info@getairo.ru,Онлайн-сервис заказа услуг химчистки,0,0,0
7730629718,"ООО ""УНИВЕБ""",8 (499) 643-82-14,welcome@uniweb.ru,Платформа онлайн-обучения,0,0,0
7708623397,"ООО ""МЕД-РЕЙ""",8 (495) 668-07-64,info@med-ray.ru,Радиологическая информационная система,0,0,0
7718952312,"ООО ""Тайтэн Пауэр Солюшн""",8 (495) 970-07-05,info@titanps.ru,Суперконденсаторный источник бесперебойного электропитания постоянного тока,0,0,0
7708779588,"АО ""ВИСТ ГРУПП""",8 (499) 759-46-40,info@vistgroup.ru,Система мониторинга промышленного оборудования,0,0,0
7812014560,"ПАО ""МЕГАФОН""",8 (499) 755-21-55,info@megafon.ru,Портал-агрегатор туристических услуг,0,0,0
7707140573,"АО ""КОРПОРАЦИЯ ГАЛАКТИКА""",8 (495) 252-02-55,market@galaktika.ru,Система для обучения и развития персонала,0,0,0
9715274292,"ООО ""Акронис-Инфозащита""",8 (495) 137-50-01,aip@acronis-infoprotect.ru,Масштабируемое универсальное программно-определяемое решение,0,0,0
